Energy (MeV),# Pixel
0.580918493802996,2206
0.58042518635428,2207
0.57993251148815,2208
0.57944046812349,2209
0.578949055181504,2210
0.578458271585709,2211
0.577968116261898,2212
0.577478588138161,2213
0.576989686144886,2214
0.576501409214723,2215
0.576013756282602,2216
0.575526726285724,2217
0.575040318163552,2218
0.5745545308578,2219
0.574069363312427,2220
0.57358481447365,2221
0.573100883289916,2222
0.572617568711919,2223
0.572134869692548,2224
0.571652785186948,2225
0.571171314152466,2226
0.570690455548659,2227
0.570210208337283,2228
0.569730571482308,2229
0.569251543949891,2230
0.568773124708366,2231
0.568295312728265,2232
0.567818106982292,2233
0.567341506445328,2234
0.566865510094392,2235
0.566390116908708,2236
0.565915325869615,2237
0.565441135960626,2238
0.564967546167394,2239
0.564494555477698,2240
0.564022162881458,2241
0.563550367370736,2242
0.563079167939686,2243
0.562608563584612,2244
0.562138553303907,2245
0.561669136098074,2246
0.561200310969727,2247
0.560732076923559,2248
0.56026443296637,2249
0.559797378107104,2250
0.559330911356737,2251
0.558865031728205,2252
0.558399738236625,2253
0.557935029899162,2254
0.557470905735045,2255
0.55700736476555,2256
0.556544406014012,2257
0.556082028505813,2258
0.555620231268354,2259
0.555159013331085,2260
0.554698373725481,2261
0.554238311485042,2262
0.553778825645278,2263
0.553319915243718,2264
0.552861579319907,2265
0.552403816915377,2266
0.551946627073668,2267
0.551490008840316,2268
0.551033961262827,2269
0.550578483390714,2270
0.550123574275461,2271
0.549669232970506,2272
0.549215458531286,2273
0.548762250015174,2274
0.548309606481521,2275
0.547857526991623,2276
0.547406010608722,2277
0.546955056398018,2278
0.546504663426623,2279
0.54605483076361,2280
0.545605557479975,2281
0.545156842648624,2282
0.544708685344404,2283
0.544261084644062,2284
0.543814039626263,2285
0.543367549371568,2286
0.542921612962449,2287
0.542476229483277,2288
0.542031398020295,2289
0.541587117661656,2290
0.541143387497384,2291
0.540700206619376,2292
0.540257574121413,2293
0.539815489099128,2294
0.53937395065004,2295
0.538932957873505,2296
0.538492509870752,2297
0.538052605744844,2298
0.537613244600692,2299
0.537174425545057,2300
0.536736147686532,2301
0.536298410135535,2302
0.535861212004316,2303
0.535424552406952,2304
0.53498843045933,2305
0.53455284527915,2306
0.534117795985933,2307
0.533683281700997,2308
0.533249301547452,2309
0.532815854650224,2310
0.532382940136003,2311
0.531950557133289,2312
0.531518704772358,2313
0.531087382185261,2314
0.530656588505825,2315
0.530226322869638,2316
0.529796584414076,2317
0.529367372278254,2318
0.528938685603044,2319
0.52851052353109,2320
0.528082885206758,2321
0.52765576977618,2322
0.527229176387211,2323
0.526803104189453,2324
0.526377552334233,2325
0.525952519974606,2326
0.525528006265347,2327
0.525104010362951,2328
0.52468053142563,2329
0.524257568613302,2330
0.523835121087596,2331
0.523413188011834,2332
0.522991768551042,2333
0.522570861871933,2334
0.52215046714292,2335
0.521730583534092,2336
0.521311210217227,2337
0.520892346365762,2338
0.520473991154836,2339
0.520056143761226,2340
0.519638803363397,2341
0.519221969141465,2342
0.518805640277197,2343
0.518389815954024,2344
0.51797449535702,2345
0.51755967767291,2346
0.517145362090042,2347
0.516731547798424,2348
0.516318233989674,2349
0.515905419857062,2350
0.515493104595466,2351
0.515081287401385,2352
0.514669967472951,2353
0.514259144009891,2354
0.513848816213548,2355
0.513438983286872,2356
0.513029644434409,2357
0.512620798862319,2358
0.512212445778328,2359
0.511804584391775,2360
0.511397213913584,2361
0.510990333556243,2362
0.510583942533832,2363
0.510178040062001,2364
0.509772625358072,2365
0.5093676976408,2366
0.508963256130473,2367
0.50855930004901,2368
0.508155828619874,2369
0.507752841068103,2370
0.507350336620248,2371
0.506948314504441,2372
0.506546773950335,2373
0.506145714189121,2374
0.505745134453531,2375
0.505345033977814,2376
0.504945411997761,2377
0.504546267750674,2378
0.504147600475385,2379
0.503749409412227,2380
0.503351693803055,2381
0.502954452891235,2382
0.502557685921624,2383
0.502161392140593,2384
0.501765570796,2385
0.501370221137212,2386
0.500975342415063,2387
0.500580933881902,2388
0.500186994791534,2389
